Date,AO,Q,parsed_backblast,region
"Aug 7, 2024",ao-ravens-nest,Ozark,"Ozark's Kettlebell Crusher
",f3crossroads
"Aug 7, 2024",ao-the-ridge,Broomstick,"A Swampy Pond and Frogs
",f3crossroads
"Aug 7, 2024",2nd-f-coffeteria,Dilly Dilly,"Mr. Drippy on Q
",f3crossroads
"Aug 7, 2024",ao-the-silo,Chum Bucket,"Chum’s Flight School
",f3crossroads
"Aug 7, 2024",ao-the-colosseum,Meta,"Sneaky Meta
",f3crossroads
"Aug 7, 2024",downrange,Slackbot,"Cart Girls VQ @ The Wood
",f3crossroads
"Aug 6, 2024",downrange,Slackbot,"Black Diamond (F3 Plainfield)The Coloseum
",f3cha-min-wood
"Aug 6, 2024",ao-the-wood,Squidward,"How do you wear your leg sleeves?
",f3cha-min-wood
"Aug 6, 2024",downrange,Mahomes (F3 Plainfield),"Mahomes Ruck W at El Coyote 
",f3cha-min-wood
"Aug 6, 2024",ao-three-rivers,Flamingo,"Flamingo's Letter ""J"" Bootcamp
",f3cha-min-wood
"Aug 6, 2024",ao-black-diamond,Soft Hands,"Stop slackin’ and Start Sackin’
",f3crossroads
"Aug 6, 2024",ao-the-ridge,Flo,"Flo Daddy beatdown
",f3crossroads
"Aug 6, 2024",ao-dmz,Blue Gill,"Sweaty Bluegill beatdown
",f3crossroads
"Aug 6, 2024",ao-the-colosseum,Depends (3rdF Q),"Depends Ode To Q’s
",f3crossroads
"Aug 6, 2024",ao-el-coyote,Mahomes,"Mahomes PT Ruck
",f3crossroads
"Aug 6, 2024",2nd-f-coffeteria,Cutler,"Cutler’s Watering Hole
",f3crossroads
"Aug 5, 2024",ao-buck-town,Storm Chaser,"Flip it 
",f3cha-min-wood
"Aug 5, 2024",ao-the-colosseum,Pull-up,"Colosseum Run Club
",f3crossroads
"Aug 5, 2024",ao-the-grove,Spit Valve,"F3 Strikers with Spit Valve and Tweety
",f3crossroads
"Aug 5, 2024",ao-three-rivers-pm,Booger,"Boogers Kickball VQ
",f3cha-min-wood
"Aug 5, 2024",2nd-f-coffeteria,Hanger,"Fight Club
",f3crossroads
"Aug 5, 2024",downrange,Carmen San Diego (F3 Naperville),"Acceleration Ruck
",f3cha-min-wood
"Aug 5, 2024",ao-the-island,Shameless,"Moving Forward
",f3cha-min-wood
"Aug 5, 2024",ao-the-wood,Millville,"Milleville’s Magic Monday
",f3cha-min-wood
"Aug 5, 2024",2nd-f-coffeteria,Dilly Dilly,"Mr. Drippy on Q
",f3crossroads
"Aug 5, 2024",ao-the-ridge,Gopher,"Gopher Bootcamp
",f3crossroads
"Aug 5, 2024",2nd-f,Norm,"August BBQ
",f3cha-min-wood
"Aug 5, 2024",downrange,Slackbot,"The Wood - Just Another Magic Monday
",f3crossroads
"Aug 5, 2024",downrange,Booger,"Kickball VQ Booger
",f3crossroads
"Aug 5, 2024",downrange,Autobahn,"Shorewood parade
",f3crossroads
"Aug 5, 2024",2nd-f-coffeteria,Gisele -,"Black Magic Coffee-teria 
",f3crossroads
"Aug 4, 2024",2nd-f,Schlitz,"Rucking Awesome Ruck
",f3crossroads
"Aug 4, 2024",3rd-f,Autobahn,"Shorewood crossroads oarade
",f3cha-min-wood
"Aug 3, 2024",ao-the-wood,Picasso,"Picasso birthday Q 
",f3cha-min-wood
"Aug 3, 2024",downrange,Duffman,"ballin at the ridge
",f3cha-min-wood
"Aug 3, 2024",ao-the-wood,Bob Villa (F3 Plainfield),"Bob’s ruffle and wisdom 
",f3cha-min-wood
"Aug 3, 2024",2nd-f-coffeteria,Binford,"1st ever Coffeeteria after 1st ever Ruck Club
",f3cha-min-wood
"Aug 3, 2024",ao-the-ridge,Duff Man,"Duff Man’s Boot/Basketball Camp
",f3crossroads
"Aug 3, 2024",ao-da-grizz,fuzzy navel,"Fuzzies Creek walk
",f3crossroads
"Aug 3, 2024",ao-the-colosseum,Xena- Warrior Princess,"Xena's 4 Station Burpee VQ Beatdown
",f3crossroads
"Aug 3, 2024",2nd-f-coffeteria,Dilly Dilly,"Mr. Drippy on Q
",f3crossroads
"Aug 3, 2024",downrange,Dog House,"ballin at the Ridge
",f3cha-min-wood
"Aug 3, 2024",downrange,Slackbot,"DR OG Appletini BC at BP
",f3crossroads
"Aug 3, 2024",downrange,Picasso,"Picasso Birthday EBC
",f3crossroads
"Aug 3, 2024",downrange,Bob Villa,"Bob Villa 3:1 Ruffle
",f3crossroads
"Aug 3, 2024",downrange,Slackbot,"Xena’s VQ at The Colosseum
",f3cha-min-wood
"Aug 2, 2024",ao-the-olympiad,Foreclosure,"Foreclosure’s 3 2 1…… Go
",f3crossroads
"Aug 2, 2024",ao-the-colosseum,Caboose,"Full Steam Ahead
",f3crossroads
"Aug 2, 2024",ao-the-ridge,Ecto Cooler,"Ecto Coolers journey at TR
",f3crossroads
"Aug 2, 2024",ao-three-rivers,Rooney,"Chaminwood's first 3RF
",f3cha-min-wood
"Aug 2, 2024",2nd-f-coffeteria,Dilly Dilly,"Mr. Drippy on Q
",f3crossroads
"Aug 2, 2024",ao-three-rivers,Dog House,"Doghouse’s Field of Dreams
",f3cha-min-wood
